work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size,salary_range
2022,Senior-level,Full-time,Research Scientist,210000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Research Scientist,150000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,198800,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,122600,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,130000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,80000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,136000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,104000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,150000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,100000,United States,Remote,United States,Medium,50K–100K
2022,Executive-level,Full-time,Data Scientist,159000,United States,Remote,United States,Medium,150K–200K
2022,Executive-level,Full-time,Data Scientist,130000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,215000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,150000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,187000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,153000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Machine Learning Engineer,255000,Mexico,Remote,Mexico,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Engineer,185000,Mexico,Remote,Mexico,Medium,150K–200K
2022,Mid-level,Full-time,Data Analyst,430967,United Kingdom,On-site,United Kingdom,Medium,200K+
2022,Mid-level,Full-time,Data Analyst,55410,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,50432,Spain,On-site,Spain,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,39925,Spain,On-site,Spain,Medium,25K-50K
2022,Senior-level,Full-time,Data Analyst,169000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,110600,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,BI Data Analyst,60938,Germany,On-site,Germany,Large,50K–100K
2022,Senior-level,Full-time,BI Developer,140000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,BI Developer,120000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,3D Computer Vision Researcher,10000,Canada,Hybrid,Albania,Small,<25K
2022,Entry-level,Full-time,Data Analyst,50000,United States,Hybrid,United States,Large,25K-50K
2022,Mid-level,Full-time,MLOps Engineer,134000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,MLOps Engineer,124000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,166700,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,119000,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Scientist,124234,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Scientist,74540,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,100000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,65000,United States,Remote,United States,Medium,50K–100K
2021,Mid-level,Full-time,Data Analyst,16904,India,Hybrid,India,Large,<25K
2022,Entry-level,Full-time,AI Scientist,200000,Canada,Hybrid,Canada,Large,150K–200K
2022,Entry-level,Full-time,Machine Learning Engineer,12000,Argentina,Remote,Argentina,Large,<25K
2022,Senior-level,Full-time,Data Engineer,220000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,146000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,68293,Spain,On-site,Spain,Medium,50K–100K
2022,Senior-level,Full-time,Data Specialist,110000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Specialist,70000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Architect,190000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Architect,135000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,128000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,81500,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,173000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,110000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Machine Learning Engineer,192000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Machine Learning Engineer,120000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Principal Machine Learning Engineer,190000,United States,Remote,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Engineer,194000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,129400,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,201000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Analyst,89200,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,165000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,125000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Applied Scientist,230000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Applied Scientist,196000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Machine Learning Engineer,130000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Engineer,90000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Machine Learning Researcher,150000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Researcher,100000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Machine Learning Engineer,230000,United States,On-site,United States,Medium,200K+
2022,Mid-level,Full-time,Machine Learning Engineer,150000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Researcher,130000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,180000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,120000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,192500,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,140000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,152500,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,65000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,55000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,178750,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,160000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,63040,France,Remote,France,Medium,50K–100K
2022,Mid-level,Full-time,Machine Learning Scientist,165000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Machine Learning Scientist,135000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Analytics Engineer,170000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Analytics Engineer,125000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,105000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,70000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,130000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,95000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,203500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,152000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,197430,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,134760,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,120000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,197000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,99000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,162000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,110446,Lithuania,On-site,Lithuania,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,79178,Lithuania,On-site,Lithuania,Medium,50K–100K
2022,Mid-level,Full-time,Data Science Consultant,70186,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Data Science Consultant,51716,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Architect,149040,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,113900,United States,Remote,United States,Medium,100K–150K
2020,Mid-level,Full-time,Business Data Analyst,95000,United States,On-site,United States,Medium,50K–100K
2021,Senior-level,Full-time,Data Analyst,115000,United States,Remote,United States,Small,100K–150K
2022,Senior-level,Full-time,Data Analyst,171000,United States,Remote,Australia,Large,150K–200K
2022,Entry-level,Full-time,Data Analytics Engineer,13000,Argentina,Remote,Argentina,Small,<25K
2022,Entry-level,Freelance,Data Analytics Consultant,50000,Belgium,Remote,United States,Small,25K-50K
2022,Senior-level,Full-time,Data Scientist,185900,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,129300,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,230000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,154600,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,75000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,213000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,152000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,120000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,110000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,70000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Machine Learning Software Engineer,227200,Canada,Remote,Canada,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Software Engineer,168000,Canada,Remote,Canada,Medium,150K–200K
2021,Entry-level,Full-time,3D Computer Vision Researcher,20000,American Samoa,On-site,American Samoa,Medium,<25K
2022,Mid-level,Full-time,Data Scientist,64090,Germany,On-site,Germany,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,60938,Germany,On-site,Germany,Medium,50K–100K
2022,Senior-level,Full-time,ML Engineer,243000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,ML Engineer,183000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,150000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,130000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,90000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,165000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Analyst,124000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,178000,Canada,On-site,Canada,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,132000,Canada,On-site,Canada,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,300000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Analyst,116000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,96000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,92350,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,70186,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Analyst,105000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,70000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Machine Learning Researcher,105236,Canada,Hybrid,Canada,Large,100K–150K
2022,Senior-level,Full-time,Data Analyst,100000,United States,On-site,United States,Medium,50K–100K
2022,Entry-level,Full-time,Machine Learning Engineer,189750,United States,On-site,United States,Medium,150K–200K
2022,Entry-level,Full-time,Machine Learning Engineer,140250,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,130000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,160000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Analyst,109000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Research Engineer,250000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Research Engineer,150000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,206000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,135000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Machine Learning Engineer,115573,France,Remote,France,Medium,100K–150K
2022,Senior-level,Full-time,Machine Learning Engineer,73546,France,Remote,France,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,42026,Spain,On-site,Spain,Medium,25K-50K
2022,Senior-level,Full-time,Data Engineer,191200,United States,On-site,United States,Medium,150K–200K
2022,Entry-level,Full-time,Machine Learning Research Engineer,66192,Germany,Hybrid,Germany,Large,50K–100K
2022,Entry-level,Full-time,3D Computer Vision Researcher,50000,United States,Remote,Costa Rica,Small,25K-50K
2022,Senior-level,Full-time,Data Engineer,230000,United States,On-site,United States,Large,200K+
2022,Senior-level,Full-time,Data Engineer,154600,United States,On-site,United States,Large,150K–200K
2022,Mid-level,Full-time,Data Analyst,80000,United States,Remote,United States,Large,50K–100K
2022,Senior-level,Full-time,Analytics Engineer,135000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Analytics Engineer,110000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analytics Manager,155000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Analytics Manager,140000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,205000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,179500,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,134000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,145000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,235000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Architect,175000,United States,Remote,United States,Medium,150K–200K
2022,Entry-level,Full-time,Data Science Consultant,27317,Spain,Hybrid,Spain,Large,25K-50K
2022,Mid-level,Full-time,Data Engineer,90000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Specialist,165000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Specialist,135000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,168400,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,105200,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Deep Learning Engineer,86193,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2022,Mid-level,Full-time,Deep Learning Engineer,49253,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Senior-level,Full-time,Data Engineer,200000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,198800,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,122600,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Freelance,Machine Learning Engineer,100000,Iran,Remote,Iran,Medium,50K–100K
2022,Mid-level,Full-time,BI Data Analyst,105066,France,Hybrid,France,Medium,100K–150K
2022,Mid-level,Full-time,Analytics Engineer,104663,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Mid-level,Full-time,Analytics Engineer,73880,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,125000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,110000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,148000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,107000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,100000,Canada,On-site,Canada,Medium,50K–100K
2022,Mid-level,Full-time,Data Analyst,65000,Canada,On-site,Canada,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,63040,Portugal,On-site,Portugal,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,36773,Portugal,On-site,Portugal,Medium,25K-50K
2022,Senior-level,Full-time,Data Science Manager,299500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Science Manager,245100,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,168000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,130000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,161000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,118000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Applied Scientist,205000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Science Manager,247500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Science Manager,172200,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Management Specialist,68293,Italy,On-site,Italy,Large,50K–100K
2022,Senior-level,Full-time,Data Analyst,177000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,131000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,146000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,102000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,80000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Engineer,65000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,61566,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,43096,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Mid-level,Full-time,Data Engineer,175000,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,135000,United States,Remote,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Scientist,80000,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,231250,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,138750,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Analytics Engineer,193750,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Analytics Engineer,116250,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Analytics Engineer,231250,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Analytics Engineer,138750,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,193750,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,116250,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,208000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,127000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Research Scientist,300000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Research Scientist,196000,United States,Remote,United States,Medium,150K–200K
2021,Mid-level,Freelance,Autonomous Vehicle Technician,45555,American Samoa,Hybrid,Bahamas,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,205000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,185000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Machine Learning Engineer,247500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Engineer,172200,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,110000,United States,On-site,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Scientist,17684,Hungary,Remote,Hungary,Medium,<25K
2022,Senior-level,Full-time,Data Science Tech Lead,375000,United States,Hybrid,United States,Large,200K+
2022,Senior-level,Full-time,Data Scientist,225000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,156400,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Machine Learning Engineer,104663,United Kingdom,On-site,United Kingdom,Medium,100K–150K
2022,Mid-level,Full-time,Machine Learning Engineer,80036,United Kingdom,On-site,United Kingdom,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,140700,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Scientist,93800,United States,On-site,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,350000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,135000,United States,Remote,United States,Medium,100K–150K
2022,Entry-level,Part-time,BI Analyst,12000,Mexico,Remote,United States,Large,<25K
2022,Mid-level,Full-time,Machine Learning Engineer,104697,Switzerland,Remote,Switzerland,Large,100K–150K
2022,Entry-level,Full-time,Machine Learning Developer,33000,Italy,Remote,Germany,Small,25K-50K
2022,Entry-level,Full-time,Machine Learning Scientist,34672,Italy,Remote,Germany,Small,25K-50K
2022,Senior-level,Full-time,Machine Learning Engineer,201000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Machine Learning Engineer,119000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,175000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,154560,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Analyst,123648,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Engineer,170000,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Engineer,145000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,135000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,100000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Scientist,247500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,172200,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,177500,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,134000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,192564,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Architect,144854,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,179305,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,142127,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,315000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,225000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,243900,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,156600,United States,Remote,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Analyst,79000,United States,On-site,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist Lead,89306,Austria,Hybrid,Austria,Large,50K–100K
2022,Senior-level,Full-time,Data Engineer,182500,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,128500,United States,Remote,United States,Medium,100K–150K
2022,Entry-level,Full-time,Data Manager,77300,United States,Remote,United States,Medium,50K–100K
2022,Entry-level,Full-time,Data Manager,45600,United States,Remote,United States,Medium,25K-50K
2022,Senior-level,Full-time,Data Analyst,110000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Architect,210000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Architect,136000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Cloud Data Engineer,12608,Slovakia,Remote,Slovakia,Small,<25K
2022,Senior-level,Full-time,Data Engineer,170000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,140000,United States,Remote,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,247500,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,172200,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,225000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,184100,United States,On-site,United States,Medium,150K–200K
2022,Mid-level,Full-time,Data Scientist,100000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,85000,United States,Remote,United States,Medium,50K–100K
2022,Mid-level,Full-time,Data Scientist,78000,United States,Remote,United States,Medium,50K–100K
2022,Senior-level,Full-time,Data Engineer,161000,United States,Remote,United States,Medium,150K–200K
2022,Executive-level,Full-time,Head of Data,205000,United States,On-site,United States,Medium,200K+
2022,Executive-level,Full-time,Head of Data,160000,United States,On-site,United States,Medium,150K–200K
2022,Entry-level,Full-time,Data Engineer,61566,United Kingdom,Remote,United Kingdom,Medium,50K–100K
2022,Entry-level,Full-time,Data Engineer,49253,United Kingdom,Remote,United Kingdom,Medium,25K-50K
2022,Senior-level,Full-time,Data Scientist,245000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,180000,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Engineer,220000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,198440,United States,On-site,United States,Large,150K–200K
2022,Senior-level,Full-time,Data Scientist,144000,United States,On-site,United States,Large,100K–150K
2022,Senior-level,Full-time,Data Engineer,240000,United States,On-site,United States,Medium,200K+
2022,Senior-level,Full-time,Data Scientist,198440,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,144000,United States,On-site,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Analyst,150000,United States,Remote,United States,Medium,100K–150K
2022,Mid-level,Full-time,Data Scientist,57872,United Kingdom,Hybrid,United Kingdom,Medium,50K–100K
2022,Entry-level,Full-time,Data Analyst,64000,United States,Remote,United States,Large,50K–100K
2022,Entry-level,Full-time,Data Scientist,39925,France,Hybrid,France,Large,25K-50K
2022,Senior-level,Full-time,Machine Learning Engineer,187200,Canada,Remote,Canada,Medium,150K–200K
2022,Senior-level,Full-time,Machine Learning Engineer,116100,Canada,Remote,Canada,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,150000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Analyst,127000,United States,On-site,United States,Medium,100K–150K
2022,Senior-level,Full-time,Data Engineer,275000,United States,Remote,United States,Medium,200K+
2022,Senior-level,Full-time,Data Engineer,166000,United States,Remote,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,159699,United States,On-site,United States,Medium,150K–200K
2022,Senior-level,Full-time,Data Scientist,138938,United States,On-site,United States,Medium,100K–150K
